epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,8528.06,1.17093,1.02279,1.14618,0.3721,0.65909,0.48744,0.25486,2.01818,11.5318,1.79787,0.0002575,0.0002575,0.0002575
182,8574.92,1.20499,1.03981,1.10349,0.38531,0.65909,0.53511,0.28179,1.95773,11.4187,1.8065,0.000253375,0.000253375,0.000253375
183,8622.19,1.2261,1.05802,1.09856,0.4059,0.65909,0.53494,0.28495,1.89647,11.8575,1.69849,0.00024925,0.00024925,0.00024925
184,8669.66,1.1774,1.0407,1.10355,0.3956,0.65909,0.49141,0.25453,1.90936,12.198,1.66228,0.000245125,0.000245125,0.000245125
185,8716.9,1.18639,1.03806,1.17239,0.28054,0.65909,0.51895,0.26749,1.89657,18.5973,1.67656,0.000241,0.000241,0.000241
186,8764.68,1.23278,0.98265,1.14735,0.38521,0.65909,0.50287,0.27046,1.93241,12.2301,1.69677,0.000236875,0.000236875,0.000236875
187,8812.21,1.20463,1.08031,1.14801,0.35644,0.65909,0.48605,0.26149,1.96105,13.6746,1.70803,0.00023275,0.00023275,0.00023275
188,8859.71,1.2865,1.13527,1.13,0.37478,0.65909,0.48282,0.24194,2.02699,11.3676,1.77362,0.000228625,0.000228625,0.000228625
189,8907.13,1.17649,1.02589,1.13966,0.34578,0.65909,0.56762,0.29012,1.86652,13.7527,1.67402,0.0002245,0.0002245,0.0002245
190,8954.31,1.23739,1.06715,1.10926,0.39482,0.65909,0.627,0.32648,1.84882,11.3353,1.65464,0.000220375,0.000220375,0.000220375
191,9001.74,1.09023,0.92028,1.11921,0.2873,0.68182,0.54154,0.28882,1.88594,18.1349,1.68349,0.00021625,0.00021625,0.00021625
192,9049.19,1.03785,0.87375,1.0762,0.41767,0.65909,0.53169,0.27924,1.97604,9.24935,1.72974,0.000212125,0.000212125,0.000212125
193,9096.62,1.22224,1.01627,1.13623,0.45023,0.63636,0.52312,0.26105,2.08282,9.13023,1.95941,0.000208,0.000208,0.000208
194,9143.98,1.06863,0.95028,1.08025,0.43699,0.63636,0.48496,0.25642,2.04813,9.92629,1.86848,0.000203875,0.000203875,0.000203875
195,9191.52,1.16188,0.98539,1.11192,0.41041,0.63636,0.47644,0.26336,1.97004,11.9409,1.7812,0.00019975,0.00019975,0.00019975
196,9239.04,1.20215,0.98048,1.12539,0.42335,0.63636,0.48437,0.25872,1.96128,7.9038,1.77174,0.000195625,0.000195625,0.000195625
197,9286.18,1.18818,1.02017,1.15197,0.39456,0.70455,0.47274,0.24099,2.05451,6.40204,1.93022,0.0001915,0.0001915,0.0001915
198,9333.42,1.14423,1.00563,1.06106,0.43717,0.52273,0.44739,0.22347,2.1241,7.30826,1.89166,0.000187375,0.000187375,0.000187375
199,9380.82,1.22481,1.03854,1.15223,0.44836,0.56818,0.43854,0.22555,2.0814,8.62648,1.80857,0.00018325,0.00018325,0.00018325
200,9428.58,1.14619,1.04959,1.1688,0.42253,0.59091,0.49424,0.26423,2.04693,11.7615,1.72535,0.000179125,0.000179125,0.000179125
201,9476.13,1.22141,1.0385,1.14527,0.37438,0.61364,0.52876,0.30481,2.02208,11.1249,1.69521,0.000175,0.000175,0.000175
202,9523.83,1.13842,1.03425,1.09903,0.5037,0.63636,0.59423,0.32979,2.0036,8.18262,1.67295,0.000170875,0.000170875,0.000170875
203,9571.7,1.16086,0.92121,1.07865,0.494,0.63636,0.56992,0.30531,1.99477,8.60349,1.66338,0.00016675,0.00016675,0.00016675
204,9619.13,1.2508,1.04298,1.09373,0.53471,0.63636,0.57185,0.30194,2.01885,7.10453,1.69693,0.000162625,0.000162625,0.000162625
205,9666.18,1.20191,1.06648,1.0582,0.54198,0.61364,0.57968,0.29801,2.11212,6.21868,1.80363,0.0001585,0.0001585,0.0001585
206,9713.69,1.10302,0.9515,1.07909,0.50239,0.59666,0.54057,0.27582,2.17222,5.93175,1.87187,0.000154375,0.000154375,0.000154375
207,9761.14,1.14331,0.98116,1.14497,0.37321,0.65909,0.51287,0.26206,2.07954,11.4234,1.85112,0.00015025,0.00015025,0.00015025
208,9808.26,1.15191,0.91674,1.10411,0.48285,0.61364,0.51882,0.26278,2.05559,7.57116,1.83107,0.000146125,0.000146125,0.000146125
209,9856.11,1.20745,1.02324,1.11256,0.48871,0.61364,0.53873,0.27819,2.01058,7.25594,1.81194,0.000142,0.000142,0.000142
210,9903.73,1.12418,0.92803,1.09108,0.40796,0.65909,0.50947,0.26803,1.96184,10.0816,1.79782,0.000137875,0.000137875,0.000137875
211,9951.15,1.10172,0.92199,1.08232,0.41791,0.65909,0.46959,0.232,2.0833,10.4738,1.82663,0.00013375,0.00013375,0.00013375
212,9998.49,1.1994,1.01029,1.09374,0.45257,0.68182,0.47203,0.23319,2.16463,6.56779,1.88612,0.000129625,0.000129625,0.000129625
213,10045.4,1.12805,0.96541,1.03751,0.48913,0.65287,0.48683,0.25291,2.10603,7.85192,1.85405,0.0001255,0.0001255,0.0001255
214,10093.4,1.08471,0.93417,1.04447,0.47107,0.65909,0.52285,0.26716,2.06028,9.52932,1.7739,0.000121375,0.000121375,0.000121375
215,10141,1.14355,0.98761,1.0983,0.39791,0.65909,0.50867,0.26525,1.98654,12.947,1.70536,0.00011725,0.00011725,0.00011725
216,10188.6,1.13241,0.94602,1.05117,0.37024,0.65909,0.52088,0.28429,1.96127,13.6043,1.68176,0.000113125,0.000113125,0.000113125
217,10236.1,1.07139,0.88577,1.04111,0.41578,0.65909,0.50765,0.27557,1.97315,11.5132,1.7005,0.000109,0.000109,0.000109
218,10283.5,1.17575,0.92907,1.07403,0.40122,0.65909,0.49082,0.25845,1.99953,11.9,1.74008,0.000104875,0.000104875,0.000104875
219,10330.6,1.00618,0.87865,1.02112,0.33724,0.65909,0.49892,0.26661,1.95767,15.2984,1.72693,0.00010075,0.00010075,0.00010075
220,10377.8,1.20794,0.97538,1.11656,0.38662,0.65909,0.48276,0.24417,2.00762,12.6311,1.81395,9.6625e-05,9.6625e-05,9.6625e-05
221,10425.2,1.21924,1.0447,1.1684,0.37715,0.65909,0.46846,0.22773,2.01637,14.8537,1.82161,9.25e-05,9.25e-05,9.25e-05
222,10472.6,1.04446,0.82968,1.04263,0.43718,0.61794,0.48361,0.23501,2.07143,9.50923,1.8707,8.8375e-05,8.8375e-05,8.8375e-05
223,10520.3,1.07317,0.87582,1.07621,0.38014,0.65909,0.49826,0.25796,2.03889,11.5279,1.8051,8.425e-05,8.425e-05,8.425e-05
224,10568.3,1.11564,0.96364,1.08878,0.43445,0.63636,0.5338,0.28123,2.08073,8.8316,1.82517,8.0125e-05,8.0125e-05,8.0125e-05
225,10616.2,1.12256,0.95997,1.11823,0.35327,0.65909,0.53754,0.27964,2.05399,11.4076,1.87186,7.6e-05,7.6e-05,7.6e-05
226,10663.3,1.07932,0.96434,1.01906,0.46048,0.63636,0.52049,0.26143,2.10356,7.73443,1.8554,7.1875e-05,7.1875e-05,7.1875e-05
227,10710.4,1.03836,0.94218,1.06343,0.43083,0.63636,0.49401,0.25425,2.0681,9.58874,1.84391,6.775e-05,6.775e-05,6.775e-05
228,10757.6,1.0592,0.90397,1.0835,0.45419,0.63636,0.52036,0.26764,2.00016,8.85865,1.78054,6.3625e-05,6.3625e-05,6.3625e-05
229,10804.9,1.11373,0.98011,1.06358,0.41968,0.65909,0.54584,0.28293,1.92877,10.5551,1.69829,5.95e-05,5.95e-05,5.95e-05
230,10852.7,1.08208,0.93855,1.02922,0.40398,0.65909,0.5653,0.30207,1.97763,10.9583,1.78881,5.5375e-05,5.5375e-05,5.5375e-05
231,10900.2,1.12556,0.99958,1.08001,0.43307,0.64242,0.55622,0.28862,1.9764,9.55944,1.76227,5.125e-05,5.125e-05,5.125e-05
232,10947.8,1.11785,0.8906,1.05265,0.51735,0.63636,0.55543,0.28665,2.04096,7.18143,1.79292,4.7125e-05,4.7125e-05,4.7125e-05
233,10995.5,1.14804,1.06178,1.09145,0.43037,0.65909,0.53511,0.27299,1.98852,9.99956,1.78878,4.3e-05,4.3e-05,4.3e-05
234,11042.8,0.93983,0.78112,0.99843,0.42337,0.65909,0.5345,0.27777,1.99067,9.82899,1.78388,3.8875e-05,3.8875e-05,3.8875e-05
235,11089.9,1.06256,0.87307,1.02311,0.42004,0.63636,0.52025,0.27083,2.01722,9.55837,1.78208,3.475e-05,3.475e-05,3.475e-05
236,11137.2,1.02735,0.91094,1.02593,0.52128,0.63636,0.5291,0.28339,2.06022,7.42581,1.81147,3.0625e-05,3.0625e-05,3.0625e-05
237,11184.7,1.16048,0.98618,1.04697,0.45478,0.63636,0.52996,0.28091,2.04492,8.53728,1.77566,2.65e-05,2.65e-05,2.65e-05
238,11232.4,1.08988,0.9407,1.06879,0.42321,0.63636,0.529,0.28159,2.02977,9.43591,1.78488,2.2375e-05,2.2375e-05,2.2375e-05
239,11279.9,1.13683,0.9477,1.10762,0.38579,0.65909,0.52469,0.27585,2.00301,13.9862,1.77892,1.825e-05,1.825e-05,1.825e-05
240,11327.6,1.1103,0.93404,1.02733,0.48157,0.63636,0.54766,0.29222,2.06101,7.75579,1.80314,1.4125e-05,1.4125e-05,1.4125e-05
