epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
160,7530.95,1.24276,1.10638,1.19659,0.37167,0.63636,0.50094,0.23608,2.1429,11.2967,1.85452,0.000344125,0.000344125,0.000344125
161,7578.57,1.25198,1.0646,1.13874,0.39255,0.63636,0.50581,0.23184,2.09745,10.9045,1.82227,0.00034,0.00034,0.00034
162,7626.15,1.18255,1.02364,1.14165,0.32799,0.65909,0.52823,0.25222,2.03255,12.891,1.74373,0.000335875,0.000335875,0.000335875
163,7673.52,1.28203,1.14918,1.19221,0.28524,0.68182,0.49477,0.21538,1.89662,18.6254,1.63984,0.00033175,0.00033175,0.00033175
164,7721.43,1.29159,1.19908,1.14935,0.43367,0.65909,0.52333,0.23959,1.87337,10.3984,1.66225,0.000327625,0.000327625,0.000327625
165,7768.91,1.27356,1.04568,1.12857,0.30811,0.65909,0.54098,0.24926,1.79856,16.6998,1.60055,0.0003235,0.0003235,0.0003235
166,7816.17,1.27479,1.06418,1.17199,0.3695,0.65909,0.53809,0.26688,1.86906,11.6003,1.66752,0.000319375,0.000319375,0.000319375
167,7863.38,1.27796,1.13138,1.1735,0.5176,0.63636,0.53561,0.25794,2.10467,7.25464,1.86352,0.00031525,0.00031525,0.00031525
168,7911.02,1.28829,1.08616,1.20565,0.33359,0.65909,0.48622,0.23581,2.17408,11.4679,1.94483,0.000311125,0.000311125,0.000311125
169,7958.69,1.29131,1.06681,1.10412,0.38561,0.65909,0.56765,0.27331,2.09225,10.9174,1.82875,0.000307,0.000307,0.000307
170,8005.97,1.24703,1.10763,1.16048,0.58454,0.63636,0.61967,0.3238,2.03182,5.85532,1.76253,0.000302875,0.000302875,0.000302875
171,8053.82,1.30205,1.13109,1.14071,0.46493,0.65177,0.56942,0.30351,1.95428,9.17215,1.77438,0.00029875,0.00029875,0.00029875
172,8101.29,1.35271,1.24464,1.23836,0.30394,0.65909,0.46421,0.23287,2.00162,17.8958,1.80446,0.000294625,0.000294625,0.000294625
173,8148.7,1.15648,1.07022,1.13502,0.29364,0.65909,0.53505,0.29598,1.80974,15.8257,1.63939,0.0002905,0.0002905,0.0002905
174,8195.79,1.25263,1.14384,1.16427,0.33285,0.65909,0.63767,0.35408,1.67398,13.9443,1.57426,0.000286375,0.000286375,0.000286375
175,8242.91,1.26735,1.0759,1.1683,0.34471,0.65909,0.6468,0.34397,1.7063,12.5434,1.59114,0.00028225,0.00028225,0.00028225
176,8290.97,1.31815,1.12775,1.15819,0.27341,0.65909,0.56541,0.30379,1.80593,16.3859,1.57712,0.000278125,0.000278125,0.000278125
177,8338.54,1.12868,0.94293,1.10946,0.30173,0.65909,0.51,0.26723,1.96083,15.3369,1.71024,0.000274,0.000274,0.000274
178,8385.82,1.18499,1.03843,1.14897,0.44127,0.65909,0.52935,0.29684,2.00163,9.28863,1.76569,0.000269875,0.000269875,0.000269875
179,8433.66,1.18544,1.00207,1.13574,0.47178,0.63636,0.53014,0.29187,2.05597,8.73729,1.86994,0.00026575,0.00026575,0.00026575
180,8480.93,1.07718,0.96477,1.12842,0.43149,0.65909,0.50734,0.26357,2.05944,9.59191,1.85111,0.000261625,0.000261625,0.000261625
