epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2890.64,2.62255,3.45285,2.57244,0.04397,0.25,0.03602,0.00941,2.78256,4.29297,2.60018,0.001307,0.001307,0.001307
44,2957.62,2.60903,3.3737,2.47744,0.10703,0.38636,0.06864,0.0145,2.74794,3.91978,2.81151,0.0012905,0.0012905,0.0012905
45,3024.38,2.61531,3.32773,2.49667,0.02498,0.31818,0.03028,0.00821,2.55901,4.25484,2.445,0.001274,0.001274,0.001274
46,3091.08,2.50096,3.20484,2.46524,0.04754,0.40909,0.03747,0.00964,2.57327,3.79579,2.40012,0.0012575,0.0012575,0.0012575
47,3158.03,2.55818,3.33534,2.50981,0.028,0.40909,0.02511,0.00848,2.62175,4.61064,2.45374,0.001241,0.001241,0.001241
48,3224.91,2.51573,3.11352,2.54966,0.11798,0.34091,0.07184,0.01669,2.57205,3.89741,2.43553,0.0012245,0.0012245,0.0012245
49,3292.19,2.55772,3.20389,2.50606,0.03755,0.36364,0.03198,0.00704,2.83977,4.22841,2.58853,0.001208,0.001208,0.001208
50,3359.07,2.5677,3.29853,2.52291,0.03949,0.34091,0.02444,0.00404,3.34229,5.17209,2.98144,0.0011915,0.0011915,0.0011915
51,3425.57,2.52351,3.26326,2.33729,0.04789,0.34091,0.03549,0.00875,2.92312,4.32212,2.6675,0.001175,0.001175,0.001175
52,3492.22,2.42188,3.33014,2.47621,0.03178,0.40909,0.02786,0.00741,2.75473,4.48024,2.5752,0.0011585,0.0011585,0.0011585
53,3558.5,2.37442,3.08305,2.41837,0.06133,0.15909,0.05429,0.01165,2.82241,4.12244,2.60747,0.001142,0.001142,0.001142
54,3625.49,2.40698,3.03618,2.44278,0.11357,0.13636,0.0988,0.01765,2.86491,3.65029,2.65958,0.0011255,0.0011255,0.0011255
55,3692.47,2.44808,3.07399,2.48031,0.11136,0.45455,0.11105,0.02312,2.71964,4.09318,2.59753,0.001109,0.001109,0.001109
56,3759.74,2.57581,3.3212,2.47761,0.05177,0.43182,0.04319,0.01106,2.84568,4.35772,2.55154,0.0010925,0.0010925,0.0010925
57,3826.78,2.43412,3.09516,2.37354,0.07404,0.38636,0.05874,0.01528,2.8329,4.57784,2.54168,0.001076,0.001076,0.001076
58,3894.11,2.51679,3.10634,2.4142,0.08756,0.38636,0.0589,0.01765,2.67248,4.21917,2.46901,0.0010595,0.0010595,0.0010595
59,3960.66,2.48005,3.3186,2.3529,0.12999,0.29545,0.09036,0.0207,2.83523,3.8951,2.62288,0.001043,0.001043,0.001043
60,4027.92,2.56329,3.15006,2.48152,0.16173,0.27273,0.08322,0.01645,2.76293,3.5772,2.56772,0.0010265,0.0010265,0.0010265
61,4094.54,2.48534,3.02355,2.45437,0.04584,0.22727,0.03055,0.00585,2.90346,5.36496,2.58951,0.00101,0.00101,0.00101
62,4161.3,2.41719,3.01945,2.38642,0.066,0.25,0.04943,0.01012,2.82964,4.63658,2.59784,0.0009935,0.0009935,0.0009935
63,4228.36,2.50659,3.16125,2.41466,0.05696,0.45455,0.04805,0.01239,2.73269,4.81326,2.52357,0.000977,0.000977,0.000977
64,4295.06,2.37787,2.9669,2.40301,0.10816,0.31818,0.07499,0.01991,2.67936,4.96328,2.50578,0.0009605,0.0009605,0.0009605
65,4362.01,2.41684,2.8846,2.40564,0.24348,0.15909,0.13072,0.02785,2.67479,5.08312,2.57379,0.000944,0.000944,0.000944
66,4428.74,2.24361,2.81366,2.16421,0.11776,0.06818,0.06475,0.01502,2.85137,4.08067,2.59038,0.0009275,0.0009275,0.0009275
67,4496.02,2.28131,2.82863,2.28668,0.07656,0.15909,0.0478,0.01114,2.85093,4.66211,2.57131,0.000911,0.000911,0.000911
68,4562.71,2.37239,2.96848,2.3275,0.05503,0.09091,0.03407,0.00783,2.93431,4.93283,2.59047,0.0008945,0.0008945,0.0008945
69,4629.66,2.40589,2.93481,2.29527,0.04249,0.54545,0.03287,0.0072,3.14365,4.2281,2.62204,0.000878,0.000878,0.000878
70,4696.49,2.53926,2.94037,2.39323,0.09174,0.27273,0.05855,0.01247,2.99125,3.83864,2.60301,0.0008615,0.0008615,0.0008615
71,4763.49,2.52137,3.07537,2.41692,0.08391,0.25,0.06244,0.01267,2.87188,4.64848,2.55046,0.000845,0.000845,0.000845
