epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,170.213,0.84767,0.74443,0.94856,0.64856,0.23529,0.20546,0.09453,1.11709,2.80997,0.73163,0.001274,0.001274,0.001274
57,173.118,0.815,0.81057,0.96593,0.30977,0.23529,0.15233,0.09605,1.1408,2.41927,0.72453,0.0012608,0.0012608,0.0012608
58,176.078,0.72623,0.65878,0.92214,0.44651,0.26471,0.1668,0.10651,1.04167,1.65936,0.70214,0.0012476,0.0012476,0.0012476
59,179.044,0.76673,0.69111,0.95759,0.47843,0.26471,0.20006,0.13144,0.92707,1.39205,0.68512,0.0012344,0.0012344,0.0012344
60,181.866,0.8661,0.71905,0.93359,0.70895,0.26471,0.22621,0.13858,0.89037,1.15098,0.65253,0.0012212,0.0012212,0.0012212
61,184.739,0.74423,0.69717,0.94602,0.68225,0.26471,0.25085,0.14187,0.96975,1.25184,0.65146,0.001208,0.001208,0.001208
62,187.609,0.73501,0.66893,0.88751,0.59695,0.23529,0.18371,0.10929,1.26471,1.33818,0.79854,0.0011948,0.0011948,0.0011948
63,190.547,0.82853,0.70347,0.9421,0.69445,0.23529,0.21985,0.10972,1.2656,1.36881,0.80401,0.0011816,0.0011816,0.0011816
64,193.457,0.77784,0.67588,0.94051,0.29935,0.23529,0.1577,0.10252,1.17736,2.44296,0.80964,0.0011684,0.0011684,0.0011684
65,196.372,0.73667,0.67279,0.92533,0.18051,0.23529,0.13694,0.09418,1.1282,3.42067,0.81141,0.0011552,0.0011552,0.0011552
66,199.358,0.74269,0.65775,0.91664,0.27952,0.23529,0.14947,0.09901,1.20808,2.47271,0.85312,0.001142,0.001142,0.001142
67,202.225,0.77269,0.69013,0.94777,0.24862,0.26471,0.13598,0.09533,1.24698,1.79491,0.85275,0.0011288,0.0011288,0.0011288
68,205.128,0.85034,0.70492,0.96476,0.66006,0.26471,0.25292,0.12838,1.13141,1.11885,0.75295,0.0011156,0.0011156,0.0011156
